"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000008516"	0.247843619398773	-1.28589320336197	1.62089564860138	-0.793322632750311	0.427589873736075	0.519997886512253
"ENSG00000008517"	92.4824272195986	-2.38307269675483	0.295644602164819	-8.06059937947485	7.59212616343644e-16	2.99791090711512e-14
"ENSG00000008710"	0.324264057886025	-1.90238957229951	1.40162989328046	-1.35726954841627	0.174695579352316	0.249092579312392
"ENSG00000008838"	7.73786196790319	-2.51633979929215	0.619302321909869	-4.06318482955465	4.84076687064053e-05	0.000180347683818051
"ENSG00000008853"	1.00289468398022	-0.133807704406131	0.717627538751436	-0.186458430286742	0.852085274976622	0.888244113044843
"ENSG00000008869"	29.1826632531475	-1.91682906444506	0.393783964071257	-4.86771742715811	1.12894594854136e-06	6.29623800762789e-06
"ENSG00000008952"	216.943791696501	-1.13315263007345	0.141249756017834	-8.02233336198033	1.03755101041286e-15	4.01642990856731e-14
"ENSG00000008988"	683.213285605155	-2.03378366086443	0.151223114343965	-13.4488941699646	3.12510862006069e-41	8.61342437861128e-38
"ENSG00000009307"	1652.20214060497	0.662692455098848	0.182534316794235	3.63050886396271	0.000282862989701152	0.000873825344333462
"ENSG00000009335"	16.6360059099411	-0.866729236813408	0.372100434706987	-2.3292884285285	0.0198437909755928	0.0382418240014884
"ENSG00000009413"	13.2172635233129	-2.11483479156183	0.389885308456	-5.4242484794743	5.81988760368078e-08	4.37544670182927e-07
"ENSG00000009694"	0.474644519364762	-3.43367174613011	1.17431343873705	-2.92398233117639	0.00345584362221583	0.00815915383891663
"ENSG00000009765"	0.0859091559690113	-1.36128620803649	3.63917751946263	-0.374064249615802	0.70835651576379	NA
"ENSG00000009780"	1.60981596978158	-3.1330743084732	0.796749251873931	-3.93232161951116	8.4129404124059e-05	0.000295084580868836
"ENSG00000009790"	146.95444140136	-3.14322198774137	0.346646414434532	-9.06751622649482	1.21760842499251e-19	8.73951130459465e-18
"ENSG00000009830"	0.499785982047374	-2.51333731299633	1.35320655247089	-1.85731979231633	0.0632656701566575	0.104879610300601
"ENSG00000009844"	63.3471692745495	-0.648440573798457	0.234567093051121	-2.76441407600655	0.00570251236066903	0.0126895402619699
"ENSG00000009954"	12.7399926059265	-1.8207501201359	0.424698307583595	-4.28716123333625	1.80970942492361e-05	7.48262993845553e-05
"ENSG00000010017"	34.5633344531533	-0.0921905763274502	0.219980972164048	-0.419084320887083	0.675154509049264	0.744821028594933
"ENSG00000010030"	1.03547609765996	-0.901895797309236	1.13774733908514	-0.792703060096322	0.427950847011662	0.520345034645114
"ENSG00000010072"	2.96768311505521	-2.36341808591218	0.552093265390729	-4.28083121832601	1.86196538010237e-05	7.67107470947407e-05
"ENSG00000010165"	3.90574369899269	-2.84579239196727	0.610357904376957	-4.66249780917019	3.12394413641235e-06	1.55869203996736e-05
"ENSG00000010219"	6.09910996843318	-1.75263710981429	0.382520860750968	-4.58180792120332	4.60973210648594e-06	2.20732168726486e-05
"ENSG00000010244"	107.680495689638	-0.445814741135152	0.161188967921287	-2.76578941403021	0.00567851916788141	0.0126484035320145
"ENSG00000010256"	133.551246756109	-1.51341747857669	0.267216919920077	-5.66362893124187	1.48204717749e-08	1.27570844178574e-07
"ENSG00000010270"	155.668491927297	0.30780985123878	0.163192998006356	1.88617069971833	0.0592719555454109	0.0990213140224642
"ENSG00000010278"	2154.18586594767	-0.314288598355368	0.127819008790297	-2.45885648253615	0.0139380323717525	0.028077769933507
"ENSG00000010292"	21.1963154399781	-1.48604918738729	0.423841070860315	-3.50614720836492	0.00045464369629756	0.00133912031774108
"ENSG00000010295"	1.70173755583424	-4.74080142130145	0.767382992999602	-6.17788179377062	6.49673254357838e-10	7.73824297174189e-09
"ENSG00000010310"	0.111877297822403	-1.25321581952561	3.07464237930235	-0.40759726333115	0.683569373800329	NA
"ENSG00000010318"	8.48869109568281	0.00248110573110387	0.36209782191759	0.00685203163599407	0.994532912527808	0.99619552751459
"ENSG00000010322"	9.50278837468858	-0.341800515125743	0.431623389874215	-0.79189525670829	0.428421752944592	0.520825703716428
"ENSG00000010327"	18.6465876242488	-3.60282901805631	0.515996237811098	-6.98227768741073	2.90432337033446e-12	5.59001122438257e-11
"ENSG00000010361"	1.24568689630434	-0.291368960573137	0.68360840963955	-0.42622202486767	0.669946069996934	0.740854340445173
"ENSG00000010404"	94.4165275758004	0.543339684989213	0.116265236196624	4.67327726467037	2.96431154366054e-06	1.48766123026897e-05
